,youtube_id,path,label
41,0MLnPaVTB0s,"./train_subset/0MLnPaVTB0s_000143_000153.mp4
",baking cookies
42,0my6-Xr31Ek,"./train_subset/0my6-Xr31Ek_000004_000014.mp4
",stretching leg
43,0-NDFExmeBI,"./train_subset/0-NDFExmeBI_000004_000014.mp4
",wrapping present
44,0o8cWaxV78s,"./train_subset/0o8cWaxV78s_000026_000036.mp4
",riding camel
45,0Or3nOLTTwc,"./train_subset/0Or3nOLTTwc_000078_000088.mp4
",flipping pancake
46,0ou1e5N4H20,"./train_subset/0ou1e5N4H20_000003_000013.mp4
",stretching leg
47,0OYUEYgqVJk,"./train_subset/0OYUEYgqVJk_000298_000308.mp4
",dying hair
48,0p1zmM0nep0,"./train_subset/0p1zmM0nep0_000517_000527.mp4
",fixing hair
49,0paGUniTKIo,"./train_subset/0paGUniTKIo_000055_000065.mp4
",riding camel
50,0PCo8DNNcRs,"./train_subset/0PCo8DNNcRs_000194_000204.mp4
",fixing hair
51,0PLaN0hmMDY,"./train_subset/0PLaN0hmMDY_000162_000172.mp4
",wrapping present
52,0PuKsTKNdJU,"./train_subset/0PuKsTKNdJU_000018_000028.mp4
",spraying
53,0qyu0s-bugk,"./train_subset/0qyu0s-bugk_000000_000010.mp4
",flipping pancake
54,0-r7swaqMc8,"./train_subset/0-r7swaqMc8_000002_000012.mp4
",shot put
55,0RnftJozJAU,"./train_subset/0RnftJozJAU_000275_000285.mp4
",stretching leg
56,0S5GUT-AuxI,"./train_subset/0S5GUT-AuxI_000002_000012.mp4
",flipping pancake
57,0ScxbOKR93k,"./train_subset/0ScxbOKR93k_000151_000161.mp4
",dying hair
58,0sEiPFzx-i8,"./train_subset/0sEiPFzx-i8_000150_000160.mp4
",balloon blowing
59,0snP4Newgws,"./train_subset/0snP4Newgws_000041_000051.mp4
",fixing hair
60,0taRnclytGA,"./train_subset/0taRnclytGA_000148_000158.mp4
",dying hair
61,0TFD222QOOw,"./train_subset/0TFD222QOOw_000000_000010.mp4
",riding camel
62,0t-YfvZNdks,"./train_subset/0t-YfvZNdks_000011_000021.mp4
",riding camel
63,0UhmB8yn7wU,"./train_subset/0UhmB8yn7wU_000005_000015.mp4
",stretching leg
64,0UJdcAb79ho,"./train_subset/0UJdcAb79ho_000580_000590.mp4
",fixing hair
65,0uXHgiYKV2g,"./train_subset/0uXHgiYKV2g_000000_000010.mp4
",shot put
66,0VGlrBuzIjY,"./train_subset/0VGlrBuzIjY_000019_000029.mp4
",spraying
67,0Vx6pI74Y8o,"./train_subset/0Vx6pI74Y8o_000003_000013.mp4
",riding camel
68,0whbPMOpKzE,"./train_subset/0whbPMOpKzE_000197_000207.mp4
",dying hair
69,0Wh-qGInjqo,"./train_subset/0Wh-qGInjqo_000017_000027.mp4
",balloon blowing
70,0wkBTkZARyQ,"./train_subset/0wkBTkZARyQ_000065_000075.mp4
",shot put
71,0Wk-o4jT824,"./train_subset/0Wk-o4jT824_000002_000012.mp4
",shot put
72,0wphRCtKfMs,"./train_subset/0wphRCtKfMs_000282_000292.mp4
",baking cookies
73,0wVnq5ASxTY,"./train_subset/0wVnq5ASxTY_000284_000294.mp4
",dying hair
74,0W-Xv2JGGes,"./train_subset/0W-Xv2JGGes_000349_000359.mp4
",dying hair
75,0XRdsns8fHo,"./train_subset/0XRdsns8fHo_000048_000058.mp4
",stretching leg
76,0xtM7QHtUI4,"./train_subset/0xtM7QHtUI4_000000_000010.mp4
",flipping pancake
77,0xtV6vyo3Hg,"./train_subset/0xtV6vyo3Hg_000471_000481.mp4
",spraying
78,0XzR3kACbQ4,"./train_subset/0XzR3kACbQ4_000043_000053.mp4
",fixing hair
79,0Y4zTYoHg4Y,"./train_subset/0Y4zTYoHg4Y_000017_000027.mp4
",baking cookies
80,0yAa3oIB0TI,"./train_subset/0yAa3oIB0TI_000052_000062.mp4
",riding camel
81,0Zce-xGFFqM,"./train_subset/0Zce-xGFFqM_000114_000124.mp4
",wrapping present
82,0zoF-wv84AI,"./train_subset/0zoF-wv84AI_000016_000026.mp4
",balloon blowing
83,0ZORVHJQEpE,"./train_subset/0ZORVHJQEpE_000003_000013.mp4
",shot put
84,0zUYci9DKGo,"./train_subset/0zUYci9DKGo_000095_000105.mp4
",dying hair
85,10iZKe55jIc,"./train_subset/10iZKe55jIc_000043_000053.mp4
",stretching leg
86,10YyfNp68iI,"./train_subset/10YyfNp68iI_000000_000010.mp4
",baking cookies
87,12FldDreFUQ,"./train_subset/12FldDreFUQ_000002_000012.mp4
",fixing hair
88,12UpGIQWnvY,"./train_subset/12UpGIQWnvY_000002_000012.mp4
",shot put
89,13bPbBNB-mI,"./train_subset/13bPbBNB-mI_000020_000030.mp4
",fixing hair
90,13r8qIxHPJU,"./train_subset/13r8qIxHPJU_000094_000104.mp4
",baking cookies
91,1-587fJFDcE,"./train_subset/1-587fJFDcE_000250_000260.mp4
",wrapping present
92,15iug-PHLAk,"./train_subset/15iug-PHLAk_000002_000012.mp4
",riding camel
93,15JRTW-QAYA,"./train_subset/15JRTW-QAYA_000103_000113.mp4
",riding camel
94,15PANDWM5ZM,"./train_subset/15PANDWM5ZM_000239_000249.mp4
",fixing hair
95,15SzCQ6qCiE,"./train_subset/15SzCQ6qCiE_000065_000075.mp4
",baking cookies
96,15YSFYxbRTA,"./train_subset/15YSFYxbRTA_000716_000726.mp4
",dying hair
97,16H6Zj2A5J8,"./train_subset/16H6Zj2A5J8_000035_000045.mp4
",balloon blowing
98,16ovPGTtk1U,"./train_subset/16ovPGTtk1U_000517_000527.mp4
",stretching leg
99,19DdD2JaU-Q,"./train_subset/19DdD2JaU-Q_000013_000023.mp4
",riding camel
100,1Ag8C8pu4Nk,"./train_subset/1Ag8C8pu4Nk_000000_000010.mp4
",dying hair
101,1azVHxhCCU0,"./train_subset/1azVHxhCCU0_000011_000021.mp4
",riding camel
102,1b30W2nL9qI,"./train_subset/1b30W2nL9qI_000004_000014.mp4
",flipping pancake
103,1B4e7GvtTzc,"./train_subset/1B4e7GvtTzc_000175_000185.mp4
",wrapping present
104,1bgiMcUBDes,"./train_subset/1bgiMcUBDes_000065_000075.mp4
",baking cookies
105,1btAwIjGwfs,"./train_subset/1btAwIjGwfs_000270_000280.mp4
",baking cookies
106,1bTlBc2PGlk,"./train_subset/1bTlBc2PGlk_000000_000010.mp4
",shot put
107,1byIuPsTD4o,"./train_subset/1byIuPsTD4o_000133_000143.mp4
",wrapping present
108,1CKYGiJJ1RA,"./train_subset/1CKYGiJJ1RA_000229_000239.mp4
",dying hair
109,1dIvr5gPGpQ,"./train_subset/1dIvr5gPGpQ_000002_000012.mp4
",stretching leg
110,1eCO28FZTXs,"./train_subset/1eCO28FZTXs_000001_000011.mp4
",flipping pancake
111,1egUTe7R1Rg,"./train_subset/1egUTe7R1Rg_000003_000013.mp4
",riding camel
112,1F5sUAkqy5s,"./train_subset/1F5sUAkqy5s_000085_000095.mp4
",wrapping present
113,1Fd5oFFKXtQ,"./train_subset/1Fd5oFFKXtQ_000127_000137.mp4
",dying hair
114,1fHdHfNqy78,"./train_subset/1fHdHfNqy78_000018_000028.mp4
",balloon blowing
115,1fztE4mK7C0,"./train_subset/1fztE4mK7C0_000095_000105.mp4
",stretching leg
116,1gE6tQwb52E,"./train_subset/1gE6tQwb52E_000311_000321.mp4
",dying hair
117,1GvDmbK0X5M,"./train_subset/1GvDmbK0X5M_000162_000172.mp4
",dying hair
118,1gw9SOsuxNM,"./train_subset/1gw9SOsuxNM_000083_000093.mp4
",stretching leg
119,1h39wbBrWYY,"./train_subset/1h39wbBrWYY_000259_000269.mp4
",baking cookies
120,1H9PCLxS5-s,"./train_subset/1H9PCLxS5-s_000020_000030.mp4
",stretching leg
121,1IQCtz7ZUzo,"./train_subset/1IQCtz7ZUzo_000041_000051.mp4
",spraying
122,1JzxVlIfTD8,"./train_subset/1JzxVlIfTD8_000169_000179.mp4
",spraying
123,1kDqIps3MDA,"./train_subset/1kDqIps3MDA_000008_000018.mp4
",stretching leg
124,1llbpqf3KN4,"./train_subset/1llbpqf3KN4_000422_000432.mp4
",dying hair
125,1lZTkyXPh34,"./train_subset/1lZTkyXPh34_000001_000011.mp4
",riding camel
126,1Mjxn54pu64,"./train_subset/1Mjxn54pu64_000282_000292.mp4
",baking cookies
127,1mxNs9n5C-o,"./train_subset/1mxNs9n5C-o_000076_000086.mp4
",baking cookies
128,-1MXpPymXFU,"./train_subset/-1MXpPymXFU_000187_000197.mp4
",baking cookies
129,1N5e1bYo63g,"./train_subset/1N5e1bYo63g_000293_000303.mp4
",wrapping present
130,1O1zjet7AJw,"./train_subset/1O1zjet7AJw_000034_000044.mp4
",balloon blowing
131,1o6Q6F4YTDw,"./train_subset/1o6Q6F4YTDw_000111_000121.mp4
",wrapping present
132,1oaWNW8uE0A,"./train_subset/1oaWNW8uE0A_000004_000014.mp4
",shot put
133,1obMuoLGA3o,"./train_subset/1obMuoLGA3o_000003_000013.mp4
",shot put
134,1PBdkFDiZ7I,"./train_subset/1PBdkFDiZ7I_000007_000017.mp4
",riding camel
135,1pcBJSifkco,"./train_subset/1pcBJSifkco_000006_000016.mp4
",baking cookies
136,1pe4CEs--5A,"./train_subset/1pe4CEs--5A_000136_000146.mp4
",wrapping present
137,1PL9U8G5fCo,"./train_subset/1PL9U8G5fCo_000017_000027.mp4
",fixing hair
138,1pr43nxKqO0,"./train_subset/1pr43nxKqO0_000039_000049.mp4
",riding camel
139,1Q877lhUnvI,"./train_subset/1Q877lhUnvI_000058_000068.mp4
",riding camel
140,1qHIHD8yHyU,"./train_subset/1qHIHD8yHyU_000103_000113.mp4
",baking cookies
141,1QoXeQlAyLQ,"./train_subset/1QoXeQlAyLQ_000062_000072.mp4
",stretching leg
142,1qUJgpyLgBo,"./train_subset/1qUJgpyLgBo_000253_000263.mp4
",dying hair
143,1RmfH4SLWJo,"./train_subset/1RmfH4SLWJo_000003_000013.mp4
",shot put
144,1TGfnOIIf7U,"./train_subset/1TGfnOIIf7U_000007_000017.mp4
",stretching leg
145,1Tlsb1EN0Ac,"./train_subset/1Tlsb1EN0Ac_000076_000086.mp4
",fixing hair
146,1Ve41j9BnP8,"./train_subset/1Ve41j9BnP8_000027_000037.mp4
",wrapping present
147,1vhborbWlPw,"./train_subset/1vhborbWlPw_000010_000020.mp4
",spraying
148,1vk8AOYnA2E,"./train_subset/1vk8AOYnA2E_000048_000058.mp4
",spraying
149,1vRj3jq31dA,"./train_subset/1vRj3jq31dA_000004_000014.mp4
",fixing hair
150,1vU2dYjFkTs,"./train_subset/1vU2dYjFkTs_000016_000026.mp4
",balloon blowing
151,1vuCbghkVXE,"./train_subset/1vuCbghkVXE_000013_000023.mp4
",wrapping present
152,1W0fAisdth8,"./train_subset/1W0fAisdth8_000018_000028.mp4
",shot put
153,1WGGz5t7rQM,"./train_subset/1WGGz5t7rQM_000032_000042.mp4
",stretching leg
154,1wkrm0RBbXo,"./train_subset/1wkrm0RBbXo_000597_000607.mp4
",wrapping present
155,1XtdtLcNCt8,"./train_subset/1XtdtLcNCt8_000180_000190.mp4
",baking cookies
156,1y6c8lqyvas,"./train_subset/1y6c8lqyvas_000149_000159.mp4
",wrapping present
157,1z9-Z2gpWEI,"./train_subset/1z9-Z2gpWEI_000004_000014.mp4
",flipping pancake
158,1ZYlcwOcHdQ,"./train_subset/1ZYlcwOcHdQ_000067_000077.mp4
",wrapping present
159,20oNkpdCKhw,"./train_subset/20oNkpdCKhw_000050_000060.mp4
",wrapping present
160,20rBRzMtHUg,"./train_subset/20rBRzMtHUg_000005_000015.mp4
",fixing hair
161,20V-n44E2hc,"./train_subset/20V-n44E2hc_000003_000013.mp4
",stretching leg
162,2150w5wIbXY,"./train_subset/2150w5wIbXY_000199_000209.mp4
",stretching leg
163,22l6B8wTEn8,"./train_subset/22l6B8wTEn8_000143_000153.mp4
",spraying
164,22TNnVSP25c,"./train_subset/22TNnVSP25c_000002_000012.mp4
",shot put
165,25r6lixZUM4,"./train_subset/25r6lixZUM4_000315_000325.mp4
",dying hair
166,26NC8DsbsSo,"./train_subset/26NC8DsbsSo_000114_000124.mp4
",dying hair
167,285q5wNx6r8,"./train_subset/285q5wNx6r8_000008_000018.mp4
",stretching leg
168,28DLfzsXZAQ,"./train_subset/28DLfzsXZAQ_000060_000070.mp4
",stretching leg
169,28lxquLr49w,"./train_subset/28lxquLr49w_000001_000011.mp4
",flipping pancake
170,296aQGTJqYU,"./train_subset/296aQGTJqYU_000100_000110.mp4
",balloon blowing
171,29vRUMx9AvU,"./train_subset/29vRUMx9AvU_000189_000199.mp4
",wrapping present
172,2AIPTsVvBpE,"./train_subset/2AIPTsVvBpE_000002_000012.mp4
",flipping pancake
173,2amYgQvejwQ,"./train_subset/2amYgQvejwQ_000122_000132.mp4
",fixing hair
174,2BXMEiWxQac,"./train_subset/2BXMEiWxQac_000071_000081.mp4
",wrapping present
175,2CNsG98G6eI,"./train_subset/2CNsG98G6eI_000057_000067.mp4
",balloon blowing
176,2cU0FKjYsHw,"./train_subset/2cU0FKjYsHw_000004_000014.mp4
",riding camel
177,2cUttHKn4mo,"./train_subset/2cUttHKn4mo_000042_000052.mp4
",stretching leg
178,2djtbcbuhkI,"./train_subset/2djtbcbuhkI_000022_000032.mp4
",baking cookies
179,2DqIakXqHf0,"./train_subset/2DqIakXqHf0_000087_000097.mp4
",stretching leg
180,2esUhKksOUs,"./train_subset/2esUhKksOUs_000016_000026.mp4
",spraying
181,2f5GS2I0SA4,"./train_subset/2f5GS2I0SA4_000002_000012.mp4
",riding camel
182,2fUjbl3Z5cY,"./train_subset/2fUjbl3Z5cY_000074_000084.mp4
",balloon blowing
183,2gGqjjPNOKY,"./train_subset/2gGqjjPNOKY_000000_000010.mp4
",riding camel
184,2humvJMe59c,"./train_subset/2humvJMe59c_000080_000090.mp4
",baking cookies
185,2IBtNCWth2c,"./train_subset/2IBtNCWth2c_000002_000012.mp4
",shot put
186,2iFfYyS7IWc,"./train_subset/2iFfYyS7IWc_000215_000225.mp4
",baking cookies
187,2Is18B5xZGU,"./train_subset/2Is18B5xZGU_000004_000014.mp4
",shot put
188,2J6VSWoEcDk,"./train_subset/2J6VSWoEcDk_002027_002037.mp4
",wrapping present
189,2JaLgWGgZ5U,"./train_subset/2JaLgWGgZ5U_000001_000011.mp4
",balloon blowing
190,2JCdh4NxSEY,"./train_subset/2JCdh4NxSEY_000000_000010.mp4
",riding camel
191,2jhBB7aXIDI,"./train_subset/2jhBB7aXIDI_000003_000013.mp4
",flipping pancake
192,2jvOfYP4kZI,"./train_subset/2jvOfYP4kZI_000020_000030.mp4
",fixing hair
193,2kh1NIJhoWQ,"./train_subset/2kh1NIJhoWQ_000538_000548.mp4
",stretching leg
194,2kh-j9ma9LA,"./train_subset/2kh-j9ma9LA_000351_000361.mp4
",baking cookies
195,2KKEL--PNak,"./train_subset/2KKEL--PNak_000016_000026.mp4
",stretching leg
196,2KRLuQKgS8s,"./train_subset/2KRLuQKgS8s_000001_000011.mp4
",flipping pancake
197,2KWWogyb6zY,"./train_subset/2KWWogyb6zY_000000_000010.mp4
",flipping pancake
198,2llZOwFtrIM,"./train_subset/2llZOwFtrIM_000383_000393.mp4
",wrapping present
199,2mA2zIAhm1w,"./train_subset/2mA2zIAhm1w_000260_000270.mp4
",balloon blowing
200,2mCkKH6M3bw,"./train_subset/2mCkKH6M3bw_000004_000014.mp4
",shot put
201,2mvi7sMpuvo,"./train_subset/2mvi7sMpuvo_000121_000131.mp4
",wrapping present
202,2nebIx6-9xc,"./train_subset/2nebIx6-9xc_000824_000834.mp4
",baking cookies
203,2nochCAHa3c,"./train_subset/2nochCAHa3c_000028_000038.mp4
",baking cookies
204,2NpGusPVzpE,"./train_subset/2NpGusPVzpE_000099_000109.mp4
",wrapping present
205,2OIqyNlLZM0,"./train_subset/2OIqyNlLZM0_000549_000559.mp4
",dying hair
206,2P2z9dhQTFw,"./train_subset/2P2z9dhQTFw_000011_000021.mp4
",flipping pancake
207,2qh2nVrRzbw,"./train_subset/2qh2nVrRzbw_000002_000012.mp4
",fixing hair
208,2R2Xfv0IuV4,"./train_subset/2R2Xfv0IuV4_000912_000922.mp4
",baking cookies
209,2RaIX2pBucs,"./train_subset/2RaIX2pBucs_000005_000015.mp4
",shot put
210,2Rjirc0aOWU,"./train_subset/2Rjirc0aOWU_000080_000090.mp4
",wrapping present
211,2rlWNAR4i20,"./train_subset/2rlWNAR4i20_000169_000179.mp4
",dying hair
212,2SAImXQ2Z3c,"./train_subset/2SAImXQ2Z3c_000382_000392.mp4
",dying hair
213,2sR3HJFtafw,"./train_subset/2sR3HJFtafw_000047_000057.mp4
",baking cookies
214,2t5W4iSoYV8,"./train_subset/2t5W4iSoYV8_000302_000312.mp4
",dying hair
215,2TPXjfChl3Q,"./train_subset/2TPXjfChl3Q_000000_000010.mp4
",shot put
216,2u9IC7Wr6Q4,"./train_subset/2u9IC7Wr6Q4_000051_000061.mp4
",spraying
217,2ubAyBu8goA,"./train_subset/2ubAyBu8goA_000084_000094.mp4
",baking cookies
218,2uQMPrrlCoA,"./train_subset/2uQMPrrlCoA_000000_000010.mp4
",stretching leg
219,2v9pfosX0Hw,"./train_subset/2v9pfosX0Hw_000003_000013.mp4
",stretching leg
220,2VkGH9wqMaA,"./train_subset/2VkGH9wqMaA_000091_000101.mp4
",wrapping present
221,2vwMYnxMR44,"./train_subset/2vwMYnxMR44_000104_000114.mp4
",stretching leg
222,2w751m5fGnI,"./train_subset/2w751m5fGnI_000000_000010.mp4
",shot put
223,2wAJlhClETM,"./train_subset/2wAJlhClETM_000302_000312.mp4
",dying hair
224,2w-BbpTOJQA,"./train_subset/2w-BbpTOJQA_000167_000177.mp4
",dying hair
225,2WRNdqfjHvU,"./train_subset/2WRNdqfjHvU_000002_000012.mp4
",balloon blowing
226,2-WZCy-Bdds,"./train_subset/2-WZCy-Bdds_000000_000010.mp4
",shot put
227,2X0BFSxVgRs,"./train_subset/2X0BFSxVgRs_000003_000013.mp4
",balloon blowing
228,2XmvkI3Hwlk,"./train_subset/2XmvkI3Hwlk_000000_000010.mp4
",fixing hair
229,2xzqtZJF344,"./train_subset/2xzqtZJF344_000020_000030.mp4
",baking cookies
230,2y7lmZ6efAc,"./train_subset/2y7lmZ6efAc_000168_000178.mp4
",wrapping present
231,2yk8tNgeRC0,"./train_subset/2yk8tNgeRC0_000021_000031.mp4
",stretching leg
232,2YWnoTKRxbk,"./train_subset/2YWnoTKRxbk_000063_000073.mp4
",balloon blowing
233,2ZizaJJLqLw,"./train_subset/2ZizaJJLqLw_000031_000041.mp4
",riding camel
234,30D0UFfQOJc,"./train_subset/30D0UFfQOJc_000259_000269.mp4
",dying hair
235,30t4vl2Hb9k,"./train_subset/30t4vl2Hb9k_000001_000011.mp4
",shot put
236,31MdP5EcWuw,"./train_subset/31MdP5EcWuw_000027_000037.mp4
",shot put
237,31NWtuYRyjo,"./train_subset/31NWtuYRyjo_000143_000153.mp4
",spraying
238,31PvTWBXBB0,"./train_subset/31PvTWBXBB0_000006_000016.mp4
",flipping pancake
239,31YAUca6CjI,"./train_subset/31YAUca6CjI_000002_000012.mp4
",shot put
240,32aJIj6CaRA,"./train_subset/32aJIj6CaRA_000000_000010.mp4
",shot put
241,32h93fmukB4,"./train_subset/32h93fmukB4_000008_000018.mp4
",balloon blowing
242,32HDzYDP4S8,"./train_subset/32HDzYDP4S8_000023_000033.mp4
",wrapping present
243,32PMc66nDGs,"./train_subset/32PMc66nDGs_000153_000163.mp4
",spraying
244,33QF0-1ocSM,"./train_subset/33QF0-1ocSM_000000_000010.mp4
",riding camel
245,34i9kvK-42c,"./train_subset/34i9kvK-42c_000002_000012.mp4
",wrapping present
246,355RhUQPYgk,"./train_subset/355RhUQPYgk_000023_000033.mp4
",shot put
247,-36efvC2K54,"./train_subset/-36efvC2K54_000073_000083.mp4
",baking cookies
248,37aVCIE4IxM,"./train_subset/37aVCIE4IxM_000544_000554.mp4
",wrapping present
249,396r-yAxiYU,"./train_subset/396r-yAxiYU_000000_000010.mp4
",balloon blowing
250,3AIrtHUiuX4,"./train_subset/3AIrtHUiuX4_000674_000684.mp4
",wrapping present
251,3aqdDFZwEac,"./train_subset/3aqdDFZwEac_000008_000018.mp4
",fixing hair
252,3aVgfNd1ZKc,"./train_subset/3aVgfNd1ZKc_000038_000048.mp4
",wrapping present
253,3B1frHWyqKQ,"./train_subset/3B1frHWyqKQ_000028_000038.mp4
",flipping pancake
254,3B37bj8RSEo,"./train_subset/3B37bj8RSEo_000000_000010.mp4
",balloon blowing
255,3b7d0M0y9mY,"./train_subset/3b7d0M0y9mY_000002_000012.mp4
",shot put
256,3b7DLZyNzLg,"./train_subset/3b7DLZyNzLg_000269_000279.mp4
",dying hair
257,3BD9eIv9vfs,"./train_subset/3BD9eIv9vfs_000001_000011.mp4
",shot put
258,3c0uySvHwng,"./train_subset/3c0uySvHwng_000021_000031.mp4
",shot put
259,3CmHD0-G9BI,"./train_subset/3CmHD0-G9BI_000244_000254.mp4
",wrapping present
260,3CMZ79QbUiM,"./train_subset/3CMZ79QbUiM_000695_000705.mp4
",wrapping present
261,3cx5Jhfobe8,"./train_subset/3cx5Jhfobe8_000020_000030.mp4
",fixing hair
262,3d4zkDl3LyY,"./train_subset/3d4zkDl3LyY_000001_000011.mp4
",baking cookies
263,3DvzFX6olV4,"./train_subset/3DvzFX6olV4_000003_000013.mp4
",balloon blowing
264,3erCMIuGqDY,"./train_subset/3erCMIuGqDY_000005_000015.mp4
",balloon blowing
265,3FKG0QbEZIY,"./train_subset/3FKG0QbEZIY_000021_000031.mp4
",flipping pancake
266,3fpkjKVd1Zg,"./train_subset/3fpkjKVd1Zg_001084_001094.mp4
",wrapping present
267,3g08V1I3ypk,"./train_subset/3g08V1I3ypk_000282_000292.mp4
",spraying
268,3GFgs0aIvTc,"./train_subset/3GFgs0aIvTc_000100_000110.mp4
",baking cookies
269,3GQRWuFZtRc,"./train_subset/3GQRWuFZtRc_000241_000251.mp4
",baking cookies
270,3HGAGD2LWdo,"./train_subset/3HGAGD2LWdo_000000_000010.mp4
",shot put
271,3-HhiBlR7LQ,"./train_subset/3-HhiBlR7LQ_000027_000037.mp4
",flipping pancake
272,3hsOTq0OYg8,"./train_subset/3hsOTq0OYg8_000071_000081.mp4
",baking cookies
273,3ivPPVGkyU4,"./train_subset/3ivPPVGkyU4_000138_000148.mp4
",wrapping present
274,3Jg-TvI0NvQ,"./train_subset/3Jg-TvI0NvQ_000045_000055.mp4
",spraying
275,3jNRydh9DT0,"./train_subset/3jNRydh9DT0_000143_000153.mp4
",baking cookies
276,3JWWwiWaA40,"./train_subset/3JWWwiWaA40_001276_001286.mp4
",baking cookies
277,3k7vZpmPsbQ,"./train_subset/3k7vZpmPsbQ_000246_000256.mp4
",wrapping present
278,3KhWcsYCEE8,"./train_subset/3KhWcsYCEE8_000396_000406.mp4
",dying hair
279,3kNCEETHQxc,"./train_subset/3kNCEETHQxc_000031_000041.mp4
",fixing hair
280,3Kp6rRVyRo4,"./train_subset/3Kp6rRVyRo4_000029_000039.mp4
",fixing hair
281,3lUFW9U0CBM,"./train_subset/3lUFW9U0CBM_000000_000010.mp4
",balloon blowing
282,3mXJl1vL228,"./train_subset/3mXJl1vL228_000000_000010.mp4
",balloon blowing
283,3nRhhRPI4p4,"./train_subset/3nRhhRPI4p4_000730_000740.mp4
",dying hair
284,3nueqqrGfJg,"./train_subset/3nueqqrGfJg_000092_000102.mp4
",shot put
285,3O1xAtg3t0M,"./train_subset/3O1xAtg3t0M_000197_000207.mp4
",fixing hair
286,3O4bu3HqkQo,"./train_subset/3O4bu3HqkQo_000069_000079.mp4
",balloon blowing
287,3OBslQkOLs0,"./train_subset/3OBslQkOLs0_000036_000046.mp4
",wrapping present
